"Card Name","Card Description","Labels","Members","Due Date","List Name"
"🔗 Paid W6: Infojatengpos.com","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 21 April 2026 (Selasa)
• Week: 6

🌐 MEDIA INFO
• Domain: Infojatengpos.com
• DR: 11
• Traffic: 99K
• Kategori: Media Lokal
• Harga: Rp 125.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
organizer travel premium
```

Link 1:
```
https://www.sesoris.com/category/outdoor-travel
```

Anchor Text 2:
```
Sesoris
```

Link 2:
```
https://www.sesoris.com
```

Catatan Tambahan:
```
Artikel untuk Infojatengpos.com (Media Lokal)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Media Lokal yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Infojatengpos.com:

TOPIK: Sustainable Living di Indonesia
KEYWORDS: sustainable living, ramah lingkungan, eco-friendly

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""organizer travel premium"" → https://www.sesoris.com/category/outdoor-travel
Link 2: ""Sesoris"" → https://www.sesoris.com

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-04-21","Inbox"
"🔗 Paid W6: Suaraislam.id","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 24 April 2026 (Jumat)
• Week: 6

🌐 MEDIA INFO
• Domain: Suaraislam.id
• DR: 27
• Traffic: 122K
• Kategori: Media
• Harga: Rp 144.500

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
Sesoris
```

Link 1:
```
https://www.sesoris.com
```

Anchor Text 2:
```
sesoris.com
```

Link 2:
```
https://www.sesoris.com
```

Catatan Tambahan:
```
Artikel untuk Suaraislam.id (Media)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Media yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Suaraislam.id:

TOPIK: Panduan Memilih Storage Box
KEYWORDS: storage box, kotak penyimpanan, kontainer

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""Sesoris"" → https://www.sesoris.com
Link 2: ""sesoris.com"" → https://www.sesoris.com

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-04-24","Inbox"
"🔗 Paid W7: Kabarbaru.co","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 28 April 2026 (Selasa)
• Week: 7

🌐 MEDIA INFO
• Domain: Kabarbaru.co
• DR: 38
• Traffic: 62K
• Kategori: Media
• Harga: Rp 50.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
sesoris.com
```

Link 1:
```
https://www.sesoris.com
```

Anchor Text 2:
```
toko organizer online
```

Link 2:
```
https://www.sesoris.com/shop
```

Catatan Tambahan:
```
Artikel untuk Kabarbaru.co (Media)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Media yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Kabarbaru.co:

TOPIK: Dekorasi Rumah Modern Budget
KEYWORDS: dekorasi rumah, home decor, budget friendly

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""sesoris.com"" → https://www.sesoris.com
Link 2: ""toko organizer online"" → https://www.sesoris.com/shop

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-04-28","Inbox"
"🔗 Paid W7: Democrazy.id","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 5 Mei 2026 (Selasa)
• Week: 7

🌐 MEDIA INFO
• Domain: Democrazy.id
• DR: 28
• Traffic: 56K
• Kategori: Media
• Harga: Rp 50.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
toko organizer online
```

Link 1:
```
https://www.sesoris.com/shop
```

Anchor Text 2:
```
jual organizer rumah
```

Link 2:
```
https://www.sesoris.com/shop
```

Catatan Tambahan:
```
Artikel untuk Democrazy.id (Media)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Media yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Democrazy.id:

TOPIK: Produktivitas dengan Desk Organization
KEYWORDS: desk organizer, meja kerja rapi, produktivitas

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""toko organizer online"" → https://www.sesoris.com/shop
Link 2: ""jual organizer rumah"" → https://www.sesoris.com/shop

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-05-05","Inbox"
"🔗 Paid W7: Gelora.co","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 8 Mei 2026 (Jumat)
• Week: 7

🌐 MEDIA INFO
• Domain: Gelora.co
• DR: 34
• Traffic: 479K
• Kategori: Media
• Harga: Rp 345.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
jual organizer rumah
```

Link 1:
```
https://www.sesoris.com/shop
```

Anchor Text 2:
```
produk home organization
```

Link 2:
```
https://www.sesoris.com/shop
```

Catatan Tambahan:
```
Artikel untuk Gelora.co (Media)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Media yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Gelora.co:

TOPIK: Travel Packing Tips & Organizer
KEYWORDS: travel organizer, packing tips, tas organizer

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""jual organizer rumah"" → https://www.sesoris.com/shop
Link 2: ""produk home organization"" → https://www.sesoris.com/shop

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-05-08","Inbox"
"🔗 Paid W8: Roonby.com","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 12 Mei 2026 (Selasa)
• Week: 8

🌐 MEDIA INFO
• Domain: Roonby.com
• DR: 37
• Traffic: 450K
• Kategori: Teknologi
• Harga: Rp 400.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
produk home organization
```

Link 1:
```
https://www.sesoris.com/shop
```

Anchor Text 2:
```
organizer dapur berkualitas
```

Link 2:
```
https://www.sesoris.com/category/kitchen-dining
```

Catatan Tambahan:
```
Artikel untuk Roonby.com (Teknologi)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Teknologi yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Roonby.com:

TOPIK: Tren Home Organization 2026
KEYWORDS: home organization, tren rumah, organizer, penyimpanan

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""produk home organization"" → https://www.sesoris.com/shop
Link 2: ""organizer dapur berkualitas"" → https://www.sesoris.com/category/kitchen-dining

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-05-12","Inbox"
"🔗 Paid W8: Sepenuhnya.com","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 15 Mei 2026 (Jumat)
• Week: 8

🌐 MEDIA INFO
• Domain: Sepenuhnya.com
• DR: 38
• Traffic: 107K
• Kategori: Bisnis
• Harga: Rp 100.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
organizer dapur berkualitas
```

Link 1:
```
https://www.sesoris.com/category/kitchen-dining
```

Anchor Text 2:
```
storage solution terbaik
```

Link 2:
```
https://www.sesoris.com/shop
```

Catatan Tambahan:
```
Artikel untuk Sepenuhnya.com (Bisnis)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Bisnis yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Sepenuhnya.com:

TOPIK: Tips Menata Rumah Minimalis
KEYWORDS: rumah minimalis, tips menata, organisasi rumah

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""organizer dapur berkualitas"" → https://www.sesoris.com/category/kitchen-dining
Link 2: ""storage solution terbaik"" → https://www.sesoris.com/shop

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-05-15","Inbox"
"🔗 Paid W9: Carisaham.com","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 19 Mei 2026 (Selasa)
• Week: 9

🌐 MEDIA INFO
• Domain: Carisaham.com
• DR: 53
• Traffic: 102K
• Kategori: Bisnis
• Harga: Rp 350.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
storage solution terbaik
```

Link 1:
```
https://www.sesoris.com/shop
```

Anchor Text 2:
```
kunjungi Sesoris
```

Link 2:
```
https://www.sesoris.com
```

Catatan Tambahan:
```
Artikel untuk Carisaham.com (Bisnis)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Bisnis yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Carisaham.com:

TOPIK: Solusi Penyimpanan Dapur Kecil
KEYWORDS: dapur kecil, penyimpanan dapur, kitchen organizer

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""storage solution terbaik"" → https://www.sesoris.com/shop
Link 2: ""kunjungi Sesoris"" → https://www.sesoris.com

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-05-19","Inbox"
"🔗 Paid W9: Mahasiswaindonesia.id","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 22 Mei 2026 (Jumat)
• Week: 9

🌐 MEDIA INFO
• Domain: Mahasiswaindonesia.id
• DR: 58
• Traffic: 73K
• Kategori: Media
• Harga: Rp 250.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
kunjungi Sesoris
```

Link 1:
```
https://www.sesoris.com
```

Anchor Text 2:
```
lihat koleksi
```

Link 2:
```
https://www.sesoris.com/shop
```

Catatan Tambahan:
```
Artikel untuk Mahasiswaindonesia.id (Media)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Media yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Mahasiswaindonesia.id:

TOPIK: Sustainable Living di Indonesia
KEYWORDS: sustainable living, ramah lingkungan, eco-friendly

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""kunjungi Sesoris"" → https://www.sesoris.com
Link 2: ""lihat koleksi"" → https://www.sesoris.com/shop

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-05-22","Inbox"
"🔗 Paid W10: Ruangojol.com","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 26 Mei 2026 (Selasa)
• Week: 10

🌐 MEDIA INFO
• Domain: Ruangojol.com
• DR: 55
• Traffic: 49K
• Kategori: Bisnis
• Harga: Rp 200.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
lihat koleksi
```

Link 1:
```
https://www.sesoris.com/shop
```

Anchor Text 2:
```
baca selengkapnya
```

Link 2:
```
https://www.sesoris.com/blog
```

Catatan Tambahan:
```
Artikel untuk Ruangojol.com (Bisnis)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Bisnis yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Ruangojol.com:

TOPIK: Panduan Memilih Storage Box
KEYWORDS: storage box, kotak penyimpanan, kontainer

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""lihat koleksi"" → https://www.sesoris.com/shop
Link 2: ""baca selengkapnya"" → https://www.sesoris.com/blog

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-05-26","Inbox"
"🔗 Paid W10: Evotekno.com","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 29 Mei 2026 (Jumat)
• Week: 10

🌐 MEDIA INFO
• Domain: Evotekno.com
• DR: 20
• Traffic: 34K
• Kategori: Teknologi
• Harga: Rp 90.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
baca selengkapnya
```

Link 1:
```
https://www.sesoris.com/blog
```

Anchor Text 2:
```
tips rumah rapi
```

Link 2:
```
https://www.sesoris.com/blog
```

Catatan Tambahan:
```
Artikel untuk Evotekno.com (Teknologi)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Teknologi yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Evotekno.com:

TOPIK: Dekorasi Rumah Modern Budget
KEYWORDS: dekorasi rumah, home decor, budget friendly

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""baca selengkapnya"" → https://www.sesoris.com/blog
Link 2: ""tips rumah rapi"" → https://www.sesoris.com/blog

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-05-29","Inbox"
"🔗 Paid W11: Kangamir.com","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 2 Juni 2026 (Selasa)
• Week: 11

🌐 MEDIA INFO
• Domain: Kangamir.com
• DR: 18
• Traffic: 32K
• Kategori: Bisnis
• Harga: Rp 75.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
tips rumah rapi
```

Link 1:
```
https://www.sesoris.com/blog
```

Anchor Text 2:
```
organizer travel premium
```

Link 2:
```
https://www.sesoris.com/category/outdoor-travel
```

Catatan Tambahan:
```
Artikel untuk Kangamir.com (Bisnis)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Bisnis yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Kangamir.com:

TOPIK: Produktivitas dengan Desk Organization
KEYWORDS: desk organizer, meja kerja rapi, produktivitas

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""tips rumah rapi"" → https://www.sesoris.com/blog
Link 2: ""organizer travel premium"" → https://www.sesoris.com/category/outdoor-travel

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-06-02","Inbox"
"🔗 Paid W11: Nexzine.id","📋 BACKLINK ORDER CARD

📅 JADWAL
• Tanggal: 5 Juni 2026 (Jumat)
• Week: 11

🌐 MEDIA INFO
• Domain: Nexzine.id
• DR: 17
• Traffic: 34K
• Kategori: Media
• Harga: Rp 50.000

🔗 SEEDBACKLINK FILL FORM

Anchor Text 1:
```
organizer travel premium
```

Link 1:
```
https://www.sesoris.com/category/outdoor-travel
```

Anchor Text 2:
```
Sesoris
```

Link 2:
```
https://www.sesoris.com
```

Catatan Tambahan:
```
Artikel untuk Nexzine.id (Media)

PENTING:
- Artikel minimal 1200 kata, original, informatif
- Sisipkan link secara natural
- Jangan over-optimize
- Fokus: home organization, lifestyle, interior

TARGET AUDIENCE:
- Pembaca Media yang tertarik home improvement & organization
```

📝 AI PROMPT (Min. 1200 Kata):

```
Buatkan artikel SEO-friendly untuk dipublikasikan di Nexzine.id:

TOPIK: Travel Packing Tips & Organizer
KEYWORDS: travel organizer, packing tips, tas organizer

STRUKTUR:
1. Judul menarik dan mengandung keyword utama
2. Hook engaging di paragraf pertama
3. 5-7 subheading (H2/H3)
4. CTA subtle di penutup

INSTRUKSI:
- Minimal 1200 kata
- Bahasa Indonesia profesional
- Paragraf pendek (2-3 kalimat)
- Sisipkan data/statistik pendukung

SISIPKAN 2 LINK SECARA NATURAL:
Link 1: ""organizer travel premium"" → https://www.sesoris.com/category/outdoor-travel
Link 2: ""Sesoris"" → https://www.sesoris.com

CATATAN:
- Jangan menyebut ""Sesoris"" terlalu sering (max 2-3x)
- Link harus terasa natural
- Fokus memberikan value, bukan promosi langsung

INFO SESORIS:
E-commerce home organization & lifestyle products
Tagline: ""Hidup Lebih Teratur""
Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
```

✅ CHECKLIST
☐ Cek ketersediaan domain di Seedbacklink
☐ Generate artikel dengan AI
☐ Review artikel (min 1200 kata)
☐ Submit order di Seedbacklink
☐ Follow up status publikasi
☐ Verify backlink live
☐ Document backlink URL
","Offpage","","2026-06-05","Inbox"
